x	y
80	2.0
84	2.66265060241
88	1.98850574713
92	2.12658227848
96	1.95774647887
100	1.73493975904
104	1.79452054795
108	1.73913043478
112	1.82191780822
116	1.91304347826
120	1.46575342466
124	1.4696969697
128	1.578125
132	1.57894736842
136	1.2972972973
140	1.51724137931
144	1.51785714286
148	1.34848484848
152	1.58490566038
156	1.36206896552
160	1.59183673469
164	1.40425531915
168	1.41176470588
172	1.36170212766
176	1.6170212766
180	1.48214285714
184	1.49019607843
188	1.45454545455
192	1.44230769231
196	1.5652173913
200	1.67567567568
204	1.13157894737
208	1.65853658537
212	1.36842105263
216	1.31578947368
220	1.25531914894
224	1.19444444444
228	1.34210526316
232	1.34285714286
236	1.41666666667
240	1.48648648649
244	1.63414634146
248	1.475
252	1.62857142857
256	1.55882352941
260	1.3125
264	1.53571428571
268	1.30555555556
272	1.2
276	1.34375
280	1.41176470588
284	1.48
288	1.48148148148
292	1.16666666667
296	1.78787878788
300	1.67857142857
304	1.5625
308	1.5
312	1.36666666667
316	1.5
320	1.34615384615
324	1.27777777778
328	1.17647058824
332	1.33333333333
336	1.55882352941
340	1.36842105263
344	1.56666666667
348	1.63636363636
352	1.37931034483
356	1.67857142857
360	1.13636363636
364	1.33333333333
368	1.43243243243
372	1.65625
376	1.52777777778
380	1.20588235294
384	1.68181818182
388	1.17647058824
