x	y
0	3.85677083333
4	2.98369565217
8	3.73099415205
12	2.59810126582
16	3.32098765432
20	3.440625
24	2.78881987578
28	3.31914893617
32	2.12857142857
36	3.01020408163
40	2.52397260274
44	2.00364963504
48	2.48299319728
52	2.4609375
56	2.32720588235
60	2.67441860465
64	2.17307692308
68	2.436
72	2.11538461538
76	3.06956521739
80	2.44214876033
84	3.03333333333
88	1.8031496063
92	2.06956521739
96	2.13265306122
100	2.1214953271
104	1.88636363636
108	1.56666666667
112	1.65151515152
116	1.56944444444
120	1.65816326531
124	1.46568627451
128	1.60638297872
132	1.5597826087
136	1.27319587629
140	1.47282608696
144	1.39903846154
148	1.23762376238
152	1.67901234568
156	1.35365853659
160	1.12790697674
164	1.13461538462
168	1.21666666667
172	0.9125
176	1.30434782609
180	1.33707865169
184	1.15294117647
188	1.08620689655
192	1.27215189873
196	1.61666666667
200	1.55844155844
204	1.11046511628
208	1.32558139535
212	1.30882352941
216	1.28481012658
220	1.14130434783
224	1.00714285714
228	1.14705882353
232	1.26086956522
236	1.0974025974
240	1.55063291139
244	1.94915254237
248	1.30769230769
252	1.05714285714
256	1.50806451613
260	1.24691358025
264	1.15714285714
268	1.38571428571
272	0.992957746479
276	1.13194444444
280	1.42142857143
284	0.84756097561
288	1.20886075949
292	0.912162162162
296	2.33561643836
300	2.52027027027
304	1.52739726027
308	1.35714285714
312	1.7602739726
316	0.988235294118
320	2.02173913043
324	0.876811594203
328	1.4328358209
332	1.79850746269
336	1.89516129032
340	1.0390625
344	1.45454545455
348	1.63768115942
352	1.515625
356	1.50746268657
360	1.42424242424
364	2.15789473684
368	1.58208955224
372	1.48360655738
376	1.64383561644
380	1.30985915493
384	2.02419354839
388	0.779411764706
