x	y1	y2
0	0.324090589775	1.28647487762
20	0.311717127507	1.34851509143
40	0.206656171276	1.33400944795
60	0.287171342885	1.06193280515
80	0.212562695746	1.08756617249
100	0.18322230408	1.14940557472
120	0.0757629484984	1.71329961241
140	0.168801160363	1.24445180784
160	0.0872927123924	1.44066679289
180	0.05369320828	1.54595397305
200	0.0708351482002	1.30133051056
220	0.0801944829448	1.38559205802
240	0.0938860490139	1.49651807123
