x	y
0	0.0
1	0.014839836200000001
2	0.0305923946
3	0.046289677200000004
4	0.0605612708
5	0.0767353324
6	0.0749633836
7	0.0764015506
8	0.07598686740000002
9	0.07584091240000002
10	0.07463932500000002
11	0.07866198760000001
12	0.0795643506
13	0.08289865039999997
14	0.08940158779999999
15	0.09027922419999998
16	0.09380657019999998
17	0.09722160180000002
18	0.10399842060000002
19	0.09931974400000003
20	0.09988258980000002
21	0.09624416860000004
22	0.08956458780000003
23	0.08572510580000006
24	0.08600294140000005
25	0.08981939900000006
26	0.09367376620000001
27	0.09904391499999998
28	0.09787655099999996
29	0.10239740999999994
30	0.09813209639999991
31	0.09550680139999992
32	0.09573175939999992
33	0.09310970319999994
34	0.09895617519999993
35	0.10024504579999993
36	0.09789730379999995
37	0.0958187122
38	0.08991282939999996
39	0.08024455560000003
40	0.08002736160000001
41	0.07612518160000006
42	0.0753601186
43	0.07831655680000002
44	0.07926876399999996
45	0.07982680960000002
46	0.08297324859999992
47	0.08963154920000002
48	0.08704159340000003
49	0.08223250460000005
50	0.08841107800000003
51	0.09029459120000016
52	0.08055372440000017
53	0.08482410960000024
54	0.08644528660000024
55	0.07535195000000013
56	0.07203053480000002
57	0.06866001979999989
58	0.0629958637999998
59	0.06763490479999987
60	0.07046556979999999
61	0.0807937218000001
62	0.08379501800000018
63	0.08847080820000013
64	0.09544591360000006
65	0.11172943320000002
66	0.1274977712
67	0.1440271127999999
68	0.15804190800000004
69	0.1671484040000001
70	0.1549349384000001
71	0.15673684439999996
72	0.14764529040000002
73	0.14767818439999997
74	0.14309352439999987
75	0.17236873799999994
76	0.15983226600000008
77	0.1659048780000001
78	0.15645509400000002
79	0.15964329399999996
80	0.12319909859999996
81	0.10732862999999995
82	0.0928219885999999
83	0.08929761639999985
84	0.07250616759999992
85	0.07052885599999996
86	0.06807872600000006
87	0.06710969959999993
88	0.0642816646
89	0.061660557400000114
90	0.06948697040000021
91	0.07706478819999987
92	0.08058863659999993
93	0.09594643380000001
94	0.09848114320000008
95	0.10517811719999984
