x	y
0	0.0
1	0.016294882599999998
2	0.0324072864
3	0.0488552612
4	0.0641631172
5	0.0814007208
6	0.0822661826
7	0.08491397640000001
8	0.08576214800000001
9	0.0875752624
10	0.087497717
11	0.09013321799999999
12	0.09263213839999998
13	0.09531732779999999
14	0.09736267539999999
15	0.09880320579999997
16	0.10091142639999999
17	0.10100411839999998
18	0.10491674859999996
19	0.10332696519999995
20	0.10171530579999999
21	0.0985076662
22	0.09556574400000004
23	0.09033678240000009
24	0.08874342720000006
25	0.08853024260000009
26	0.08752584100000008
27	0.08520724900000003
28	0.08281963660000002
29	0.08540708960000006
30	0.08671924740000003
31	0.08640724420000004
32	0.08818836220000001
33	0.09138953220000001
34	0.09471638780000005
35	0.09714577939999999
36	0.10100454579999996
37	0.10482932800000003
38	0.10167180199999999
39	0.09515616259999993
40	0.09433639559999998
41	0.09287906819999998
42	0.09088064959999995
43	0.09492952359999993
44	0.10597049699999994
45	0.11618527799999985
46	0.12329962139999981
47	0.13471499999999975
48	0.1391939459999998
49	0.13531067599999974
50	0.13484978799999983
51	0.12542126659999991
52	0.11165484899999996
53	0.10396585719999987
54	0.0969699232
55	0.08151869880000007
56	0.08030288419999998
57	0.07655813180000007
58	0.07373348400000009
59	0.07924552600000005
60	0.08275740159999997
61	0.08579103920000009
62	0.08965125260000004
63	0.0986700282000001
64	0.10095557820000015
65	0.10856094500000016
66	0.1164852014000001
67	0.12035907200000011
68	0.12133152000000003
69	0.120558546
70	0.11348384500000001
71	0.112808609
72	0.11336838299999989
73	0.11450331699999997
74	0.11433675099999992
75	0.12767118799999988
76	0.1270308
77	0.12604413
78	0.12001211600000002
79	0.12116340399999999
80	0.10620295300000002
81	0.09889708839999986
82	0.0963221678
83	0.09782793180000002
84	0.10066065580000014
85	0.10666466080000028
86	0.10505304380000027
87	0.10491816380000003
88	0.10238935580000011
89	0.09529314500000012
90	0.0943446869999999
91	0.10432326259999983
92	0.10096120940000013
93	0.1072938594
94	0.10474402499999975
95	0.10496974499999964
